Food Name,region,diet_type,ingredients,calories,carbs,fat,protein
Paneer Tikka,Jammu and Kashmir,veg,dairy,250,12,15,20
Kashmiri Rista,Jammu and Kashmir,non-veg,none,480,10,30,40
Methi Thepla,Jammu and Kashmir,veg,none,320,55,10,8
Kashmiri Naan,Jammu and Kashmir,veg,gluten,250,45,5,8
Pulao,Jammu and Kashmir,veg,none,350,60,8,12
Kashmiri Chai,Jammu and Kashmir,vegan,none,100,5,3,2
Kashmiri Dum Aloo,Jammu and Kashmir,veg,none,320,45,12,8
Aloo Gobi,Jammu and Kashmir,veg,none,280,40,10,8
Kashmiri Kofta,Jammu and Kashmir,veg,dairy,400,20,30,20
Kashmiri Qeema,Jammu and Kashmir,non-veg,none,500,15,35,40
Roti,Jammu and Kashmir,veg,gluten,150,30,1,4
Chaman Kaliya,Jammu and Kashmir,veg,dairy,320,25,15,10
Zafrani Kebab,Jammu and Kashmir,non-veg,none,450,15,30,30
Kashmiri Kebab,Jammu and Kashmir,non-veg,none,500,12,35,40
Kashmiri Mutton Curry,Jammu and Kashmir,non-veg,none,550,20,40,45
Kashmiri Saag,Jammu and Kashmir,veg,none,300,15,12,8
Kashmiri Seekh Kebab,Jammu and Kashmir,non-veg,none,400,10,25,35
Shami Kebab,Jammu and Kashmir,non-veg,none,450,12,30,35
Kashmiri Fish Curry,Jammu and Kashmir,non-veg,none,400,15,25,30
Samosa,Jammu and Kashmir,veg,gluten,250,30,15,10
Kashmiri Mushroom Korma,Jammu and Kashmir,veg,none,350,20,10,10
Kashmiri Chaat,Jammu and Kashmir,veg,none,300,45,15,12
Vegetable Biryani,Jammu and Kashmir,veg,nuts,400,60,15,10
Kashmiri Chicken Stew,Jammu and Kashmir,non-veg,none,420,10,25,30
Rajma,Jammu and Kashmir,veg,none,350,50,10,8
Kashmiri Bread,Jammu and Kashmir,veg,gluten,200,40,2,6
Chicken Pulao,Jammu and Kashmir,non-veg,none,400,60,15,15
Goshtaba Korma,Jammu and Kashmir,non-veg,none,500,20,35,40
Kashmiri Lamb Curry,Jammu and Kashmir,non-veg,none,550,25,40,45
Kashmiri Rice Pudding,Jammu and Kashmir,veg,dairy,350,45,10,20
Kashmiri Cheese Curry,Jammu and Kashmir,veg,dairy,400,20,25,15
Kashmiri Vegetable Soup,Jammu and Kashmir,veg,none,150,20,5,6
Mutton Yakhni,Jammu and Kashmir,non-veg,none,420,10,25,30
Kashmiri Sweet Rice,Jammu and Kashmir,veg,nuts,350,70,5,30
Kashmiri Mutton Pulao,Jammu and Kashmir,non-veg,none,500,60,20,25
Kashmiri Onion Kebab,Jammu and Kashmir,veg,none,350,15,15,10
Kashmiri Yogurt Curry,Jammu and Kashmir,veg,dairy,300,15,10,12
Kashmiri Veg Curry,Jammu and Kashmir,veg,none,320,30,15,10
Chicken Rogan Josh,Jammu and Kashmir,non-veg,none,450,12,30,35
Kashmiri Saag Aloo,Jammu and Kashmir,veg,none,300,25,12,8
Kashmiri Vegetable Biryani,Jammu and Kashmir,veg,nuts,400,60,10,12
Kashmiri Lamb Kebab,Jammu and Kashmir,non-veg,none,450,15,30,35
Kashmiri Creamed Mushrooms,Jammu and Kashmir,veg,dairy,300,15,20,10
Kashmiri Cauliflower Curry,Jammu and Kashmir,veg,none,280,20,12,8
Kashmiri Chili Chicken,Jammu and Kashmir,non-veg,none,450,12,25,35
Kashmiri Paneer Butter Masala,Jammu and Kashmir,veg,dairy,400,25,20,12
Kashmiri Dum Meat,Jammu and Kashmir,non-veg,none,500,20,35,40
Kashmiri Spinach Curry,Jammu and Kashmir,veg,none,280,15,10,8
Kashmiri Mutton Shank,Jammu and Kashmir,non-veg,none,550,25,40,45
Kashmiri Yogurt Soup,Jammu and Kashmir,veg,dairy,150,10,5,5
Kashmiri Saffron Rice,Jammu and Kashmir,veg,none,350,70,5,15
Kashmiri Spiced Fish,Jammu and Kashmir,non-veg,none,400,12,20,30
Kashmiri Yogurt and Cucumber Salad,Jammu and Kashmir,veg,dairy,200,10,5,8
Kashmiri Dal,Jammu and Kashmir,veg,none,300,40,12,8
Kashmiri Lemon Rice,Jammu and Kashmir,veg,none,320,60,8,10
Kashmiri Rajma Chawal,Jammu and Kashmir,veg,none,400,65,15,10
Kashmiri Ginger Chicken,Jammu and Kashmir,non-veg,none,450,10,30,35
Kashmiri Grilled Fish,Jammu and Kashmir,non-veg,none,350,5,15,25
Kashmiri Nut Pulao,Jammu and Kashmir,veg,nuts,400,60,12,10
Kashmiri Spicy Noodles,Jammu and Kashmir,veg,gluten,350,55,10,8
Kashmiri Mushroom Pulao,Jammu and Kashmir,veg,none,350,60,12,10
Kashmiri Saag Paneer,Jammu and Kashmir,veg,dairy,400,20,25,15
Kashmiri Curd Rice,Jammu and Kashmir,veg,dairy,250,30,10,12
Kashmiri Lamb Chops,Jammu and Kashmir,non-veg,none,500,15,35,40
Kashmiri Chicken Biryani,Jammu and Kashmir,non-veg,none,450,60,20,15
Kashmiri Egg Curry,Jammu and Kashmir,veg,dairy,300,15,20,12
Kashmiri Veg Pakora,Jammu and Kashmir,veg,gluten,350,40,20,10
Kashmiri Rice and Yogurt,Jammu and Kashmir,veg,dairy,250,40,8,10
Kashmiri Meatballs,Jammu and Kashmir,non-veg,none,450,20,30,35
Kashmiri Veg Curry with Rice,Jammu and Kashmir,veg,none,350,60,15,12
Kashmiri Spiced Lentils,Jammu and Kashmir,veg,none,300,40,10,8
Kashmiri Cauliflower Rice,Jammu and Kashmir,veg,none,250,25,8,6
Kashmiri Garlic Chicken,Jammu and Kashmir,non-veg,none,400,10,20,30
Kashmiri Chicken Nuggets,Jammu and Kashmir,non-veg,none,350,20,15,20
Kashmiri Spinach and Cheese,Jammu and Kashmir,veg,dairy,350,15,25,12
Kashmiri Eggplant Curry,Jammu and Kashmir,veg,none,320,25,15,10
Kashmiri Chicken Kebabs,Jammu and Kashmir,non-veg,none,400,12,25,30
Kashmiri Yogurt with Fruit,Jammu and Kashmir,veg,dairy,200,20,5,15
Kashmiri Dum Chicken,Jammu and Kashmir,non-veg,none,500,15,30,35
Kashmiri Veg Spring Rolls,Jammu and Kashmir,veg,gluten,350,40,15,12
Kashmiri Saag Meat,Jammu and Kashmir,non-veg,none,500,20,35,40
Kashmiri Chickpea Curry,Jammu and Kashmir,veg,none,300,45,10,12
Kashmiri Stuffed Naan,Jammu and Kashmir,veg,gluten,300,50,10,15
Kashmiri Garlic Rice,Jammu and Kashmir,veg,none,350,60,8,12
Kashmiri Chicken Tikka,Jammu and Kashmir,non-veg,none,400,10,20,30
Kashmiri Ghee Rice,Jammu and Kashmir,veg,dairy,350,60,12,8
Kashmiri Veg Kebab,Jammu and Kashmir,veg,nuts,350,25,15,10
Kashmiri Red Rice,Jammu and Kashmir,veg,none,300,70,5,8
Kashmiri Green Curry,Jammu and Kashmir,veg,none,350,30,15,10
Kashmiri Curry Rice,Jammu and Kashmir,veg,none,350,60,10,12
Kashmiri Vegetable Kabab,Jammu and Kashmir,veg,none,300,25,15,10
Kashmiri Chicken Masala,Jammu and Kashmir,non-veg,none,450,20,30,35
Kashmiri Sweet Kebab,Jammu and Kashmir,veg,nuts,350,35,10,25
Kashmiri Vegetable Pilaf,Jammu and Kashmir,veg,nuts,350,60,12,10
Kashmiri Lamb Shank,Jammu and Kashmir,non-veg,none,550,25,40,45
Kashmiri Chicken Stew with Rice,Jammu and Kashmir,non-veg,none,450,60,15,20
Kashmiri Sweet Curry,Jammu and Kashmir,veg,dairy,300,45,10,20
Kashmiri Cheese Kebab,Jammu and Kashmir,veg,dairy,350,20,15,12
Kashmiri Nutty Rice,Jammu and Kashmir,veg,nuts,350,55,12,15
Kashmiri Tandoori Chicken,Jammu and Kashmir,non-veg,none,500,12,30,35
Kashmiri Potato Curry,Jammu and Kashmir,veg,none,320,40,10,10
Kashmiri Prawn Curry,Jammu and Kashmir,non-veg,none,400,15,20,25
Kashmiri Onion Raita,Jammu and Kashmir,veg,dairy,150,15,5,8
Kashmiri Lentil Soup,Jammu and Kashmir,veg,none,250,40,8,5
Kashmiri Carrot Halwa,Jammu and Kashmir,veg,dairy,350,45,12,25
Kashmiri Tandoori Veg,Jammu and Kashmir,veg,none,300,25,10,12
Kashmiri Spiced Rice,Jammu and Kashmir,veg,none,350,60,8,10
Kashmiri Mixed Veg Curry,Jammu and Kashmir,veg,none,320,30,15,10
Kashmiri Chicken Soup,Jammu and Kashmir,non-veg,none,200,10,8,20
Kashmiri Dum Chicken with Rice,Jammu and Kashmir,non-veg,none,450,60,20,15
Kashmiri Masala Rice,Jammu and Kashmir,veg,none,350,60,10,12
Kashmiri Chicken Biryani with Yogurt,Jammu and Kashmir,non-veg,dairy,500,65,20,25
Kashmiri Aloo Gobi,Jammu and Kashmir,veg,none,300,40,10,8
Kashmiri Yogurt Curry with Rice,Jammu and Kashmir,veg,dairy,300,50,10,12
Kashmiri Chicken and Veg Curry,Jammu and Kashmir,non-veg,none,450,25,30,35
Kashmiri Paneer Tikka Masala,Jammu and Kashmir,veg,dairy,400,25,20,15
Kashmiri Rice and Meatballs,Jammu and Kashmir,non-veg,none,500,60,20,25
Kashmiri Mutton Kofta,Jammu and Kashmir,non-veg,none,500,20,35,30
Kashmiri Veg Pakoras,Jammu and Kashmir,veg,gluten,350,40,20,15
Kashmiri Spiced Naan,Jammu and Kashmir,veg,gluten,300,55,10,10
Kashmiri Chickpea Salad,Jammu and Kashmir,veg,none,250,30,10,8
Kashmiri Tomato Rice,Jammu and Kashmir,veg,none,320,60,10,12
Kashmiri Spiced Yogurt with Veggies,Jammu and Kashmir,veg,dairy,250,25,5,10
Kashmiri Potato and Pea Curry,Jammu and Kashmir,veg,none,320,35,12,8
Kashmiri Grilled Chicken,Jammu and Kashmir,non-veg,none,400,15,25,30
Kashmiri Mixed Vegetable Rice,Jammu and Kashmir,veg,none,350,55,10,10
Kashmiri Chicken and Spinach Curry,Jammu and Kashmir,non-veg,none,450,25,30,35
Kashmiri Veg Pilaf,Jammu and Kashmir,veg,nuts,350,60,12,10
Kashmiri Pulao with Nuts,Jammu and Kashmir,veg,nuts,350,55,12,15
Kashmiri Chicken Pulao,Jammu and Kashmir,non-veg,none,450,55,20,15
Kashmiri Spiced Chickpeas,Jammu and Kashmir,veg,none,300,30,15,10
Kashmiri Lamb Curry,Jammu and Kashmir,non-veg,none,500,25,35,40
Kashmiri Rice and Chicken,Jammu and Kashmir,non-veg,none,500,60,15,20
Kashmiri Cucumber Raita,Jammu and Kashmir,veg,dairy,200,10,5,8
Kashmiri Mutton Curry,Jammu and Kashmir,non-veg,none,500,20,35,40
Kashmiri Veg Curd Rice,Jammu and Kashmir,veg,dairy,300,35,12,15
Kashmiri Chicken and Vegetable Biryani,Jammu and Kashmir,non-veg,none,500,65,25,20
Kashmiri Veg Meatballs,Jammu and Kashmir,veg,none,300,25,15,10
Kashmiri Lentil Curry,Jammu and Kashmir,veg,none,300,40,10,10
Kashmiri Rice with Nuts,Jammu and Kashmir,veg,nuts,350,60,12,10
Kashmiri Saag with Rice,Jammu and Kashmir,veg,none,300,30,12,10
Kashmiri Chicken with Nuts,Jammu and Kashmir,non-veg,nuts,450,20,30,35
Kashmiri Yogurt and Veggie Salad,Jammu and Kashmir,veg,dairy,200,15,5,8
Kashmiri Spiced Cauliflower,Jammu and Kashmir,veg,none,300,20,12,8
Kashmiri Lamb and Spinach Curry,Jammu and Kashmir,non-veg,none,500,25,35,40
Kashmiri Veg Curry with Yoghurt,Jammu and Kashmir,veg,dairy,300,30,15,10
Kashmiri Eggplant and Potato Curry,Jammu and Kashmir,veg,none,320,35,12,10
Kashmiri Chicken Korma,Jammu and Kashmir,non-veg,none,500,20,35,40
Kashmiri Rajma with Rice,Jammu and Kashmir,veg,none,400,60,15,10
Kashmiri Nutty Curry,Jammu and Kashmir,veg,nuts,350,45,12,20
Kashmiri Sweet Rice,Jammu and Kashmir,veg,dairy,350,55,15,25
Kashmiri Chicken and Rice with Yogurt,Jammu and Kashmir,non-veg,dairy,500,60,20,20
Kashmiri Spinach with Chicken,Jammu and Kashmir,non-veg,none,450,20,30,35
Kashmiri Mixed Vegetable Biryani,Jammu and Kashmir,veg,nuts,400,65,15,10
Kashmiri Lamb Kofta Curry,Jammu and Kashmir,non-veg,none,500,20,35,40
Kashmiri Veg and Meat Curry,Jammu and Kashmir,non-veg,none,500,25,30,35
Kashmiri Chicken and Mushroom Curry,Jammu and Kashmir,non-veg,none,500,25,35,40
Kashmiri Chicken and Veg Biryani,Jammu and Kashmir,non-veg,none,500,65,20,25
Kashmiri Mushroom and Spinach Curry,Jammu and Kashmir,veg,none,320,30,15,10
Kashmiri Cucumber Salad with Yogurt,Jammu and Kashmir,veg,dairy,200,20,5,10
Kashmiri Saag Rice,Jammu and Kashmir,veg,none,320,55,10,12
Kashmiri Veg Korma,Jammu and Kashmir,veg,dairy,350,25,15,15
Kashmiri Sweet Lentils,Jammu and Kashmir,veg,none,300,30,10,20
Kashmiri Chicken and Vegetable Pilaf,Jammu and Kashmir,non-veg,none,500,60,20,15
Kashmiri Veg and Nuts Pilaf,Jammu and Kashmir,veg,nuts,350,55,12,15
Kashmiri Spinach Rice,Jammu and Kashmir,veg,none,320,50,10,10
Kashmiri Chicken and Nut Pilaf,Jammu and Kashmir,non-veg,nuts,450,55,20,15
Kashmiri Saag with Rice,Jammu and Kashmir,veg,none,350,30,15,10
Kashmiri Lamb and Chickpea Curry,Jammu and Kashmir,non-veg,none,500,25,35,40
Kashmiri Chicken Tandoori,Jammu and Kashmir,non-veg,none,400,12,25,30
Kashmiri Carrot Rice,Jammu and Kashmir,veg,none,320,55,10,12
Kashmiri Chicken and Veg Pilaf,Jammu and Kashmir,non-veg,none,500,55,20,15
Kashmiri Lentil and Vegetable Curry,Jammu and Kashmir,veg,none,300,35,12,10
Kashmiri Chicken and Pea Curry,Jammu and Kashmir,non-veg,none,450,20,30,35
Kashmiri Rice and Lentil Soup,Jammu and Kashmir,veg,none,350,45,12,8
Kashmiri Chicken with Rice and Nuts,Jammu and Kashmir,non-veg,nuts,500,55,20,15
Kashmiri Mixed Vegetable Soup,Jammu and Kashmir,veg,none,250,30,8,5
Kashmiri Saag and Chicken Curry,Jammu and Kashmir,non-veg,none,500,30,35,40
Kashmiri Chicken and Spinach Pilaf,Jammu and Kashmir,non-veg,none,500,55,20,15
Kashmiri Vegetable and Chicken Biryani,Jammu and Kashmir,non-veg,none,500,60,25,20
Kashmiri Mixed Vegetable and Nut Curry,Jammu and Kashmir,veg,nuts,350,45,15,20
Kashmiri Chicken Biryani with Nuts,Jammu and Kashmir,non-veg,nuts,500,60,25,20
Kashmiri Vegetable and Lentil Soup,Jammu and Kashmir,veg,none,300,35,12,10
Kashmiri Chicken and Chickpea Pilaf,Jammu and Kashmir,non-veg,none,500,60,20,15
Kashmiri Chicken and Vegetable Stew,Jammu and Kashmir,non-veg,none,500,60,20,15
Kashmiri Rice and Veggie Curry,Jammu and Kashmir,veg,none,350,55,12,10
Kashmiri Chicken and Potato Stew,Jammu and Kashmir,non-veg,none,500,30,35,40
Kashmiri Vegetable and Chicken Stew,Jammu and Kashmir,non-veg,none,500,60,20,15
Kashmiri Spinach and Chicken Biryani,Jammu and Kashmir,non-veg,none,500,60,25,20
Kashmiri Vegetable and Chickpea Biryani,Jammu and Kashmir,veg,nuts,400,65,15,10
Kashmiri Chicken and Lentil Biryani,Jammu and Kashmir,non-veg,none,500,65,20,25
Kashmiri Mixed Veg Biryani,Jammu and Kashmir,veg,nuts,400,60,15,10
Kashmiri Vegetable and Chicken Korma,Jammu and Kashmir,non-veg,dairy,500,25,30,35
Kashmiri Lamb and Veg Korma,Jammu and Kashmir,non-veg,dairy,500,25,30,35
Kashmiri Chicken and Spinach Curry,Jammu and Kashmir,non-veg,none,500,25,30,35
Kashmiri Vegetable and Nut Biryani,Jammu and Kashmir,veg,nuts,400,60,15,10
Butter Chicken,Delhi,Non-Veg,"Dairy, Nuts",490,16,28,34
Chole Bhature,Delhi,Veg,"Gluten, Dairy",550,68,22,16
Paneer Tikka,Delhi,Veg,Dairy,270,12,18,14
Aloo Paratha,Delhi,Veg,"Gluten, Dairy",330,42,14,6
Rajma Chawal,Delhi,Veg,None,430,70,8,15
Dahi Bhalla,Delhi,Veg,Dairy,200,24,5,7
Pav Bhaji,Delhi,Veg,"Gluten, Dairy",400,55,16,8
Mutton Korma,Delhi,Non-Veg,None,580,10,42,35
Aloo Tikki,Delhi,Veg,None,180,24,7,3
Kebabs,Delhi,Non-Veg,None,320,8,28,25
Palak Paneer,Delhi,Veg,Dairy,290,14,20,13
Chicken Biryani,Delhi,Non-Veg,None,460,55,16,25
Aloo Chaat,Delhi,Veg,None,160,28,6,2
Kachori,Delhi,Veg,Gluten,310,38,14,6
Matar Kulcha,Delhi,Veg,Gluten,380,60,12,10
Tandoori Chicken,Delhi,Non-Veg,None,300,5,20,35
Dal Makhani,Delhi,Veg,Dairy,320,34,16,14
Bhindi Masala,Delhi,Veg,None,180,22,10,4
Samosa,Delhi,Veg,Gluten,260,32,14,6
Chicken Shawarma,Delhi,Non-Veg,None,420,45,16,26
Pani Puri,Delhi,Veg,Gluten,120,20,5,2
Shahi Paneer,Delhi,Veg,"Dairy, Nuts",400,20,30,14
Mutton Rogan Josh,Delhi,Non-Veg,None,480,8,36,30
Pulao,Delhi,Veg,None,350,60,8,7
Gol Gappe,Delhi,Veg,Gluten,150,30,5,3
Kathi Roll,Delhi,Non-Veg,"Gluten, Dairy",360,42,15,18
Chana Masala,Delhi,Veg,None,320,45,8,12
Bhatura,Delhi,Veg,"Gluten, Dairy",220,30,10,5
Seekh Kebab,Delhi,Non-Veg,None,380,6,28,30
Vegetable Biryani,Delhi,Veg,None,400,60,12,10
Chilli Paneer,Delhi,Veg,Dairy,350,20,22,15
Masala Dosa,Delhi,Veg,Gluten,230,40,8,6
Chicken Tikka,Delhi,Non-Veg,None,310,8,22,28
Malai Kofta,Delhi,Veg,"Dairy, Nuts",420,20,32,12
Bhel Puri,Delhi,Veg,Gluten,160,32,6,3
Bhindi Do Pyaza,Delhi,Veg,None,200,24,10,5
Egg Curry,Delhi,Non-Veg,None,340,12,22,18
Lamb Biryani,Delhi,Non-Veg,None,500,65,18,30
Paneer Butter Masala,Delhi,Veg,Dairy,450,20,36,14
Chicken Korma,Delhi,Non-Veg,"Dairy, Nuts",530,12,38,28
Aloo Gobi,Delhi,Veg,None,180,22,10,4
Fish Curry,Delhi,Non-Veg,None,370,10,28,25
Chole Puri,Delhi,Veg,Gluten,460,58,20,12
Kadhi Pakora,Delhi,Veg,"Dairy, Gluten",250,28,12,6
Mango Lassi,Delhi,Veg,Dairy,220,36,6,5
Paratha,Delhi,Veg,Gluten,300,40,12,6
Dhokla,Delhi,Veg,None,150,30,2,4
Murg Malai Tikka,Delhi,Non-Veg,Dairy,320,6,22,30
Raita,Delhi,Veg,Dairy,90,8,4,3
Vegetable Momos,Delhi,Veg,Gluten,200,36,5,6
Chicken Momos,Delhi,Non-Veg,Gluten,240,35,8,12
Khasta Kachori,Delhi,Veg,Gluten,280,36,14,6
Bharwa Baingan,Delhi,Veg,None,210,24,10,5
Dal Tadka,Delhi,Veg,None,260,36,12,8
Vegetable Spring Roll,Delhi,Veg,Gluten,240,36,10,6
Haleem,Delhi,Non-Veg,Gluten,500,35,22,30
Papdi Chaat,Delhi,Veg,Gluten,280,40,12,6
Vegetable Sandwich,Delhi,Veg,Gluten,240,36,8,6
Aloo Puri,Delhi,Veg,Gluten,400,50,16,8
Chole Kulche,Delhi,Veg,Gluten,420,65,12,12
Kesar Pista Kulfi,Delhi,Veg,"Dairy, Nuts",320,35,18,6
Jalebi,Delhi,Veg,Gluten,300,60,10,4
Rabri,Delhi,Veg,Dairy,420,40,24,10
Aloo Matar,Delhi,Veg,None,180,24,10,4
Tandoori Roti,Delhi,Veg,Gluten,150,30,2,6
Chicken Nihari,Delhi,Non-Veg,None,530,8,42,30
Paneer Paratha,Delhi,Veg,"Gluten, Dairy",320,40,14,10
Soya Chaap,Delhi,Veg,None,280,30,14,20
Chowmein,Delhi,Veg,Gluten,320,45,12,8
Matar Paneer,Delhi,Veg,Dairy,360,24,22,14
Vegetable Curry,Delhi,Veg,None,200,24,10,6
Chicken Curry,Delhi,Non-Veg,None,420,12,28,30
Stuffed Naan,Delhi,Veg,Gluten,380,52,12,10
Bhature,Delhi,Veg,"Gluten, Dairy",400,60,18,8
Pindi Chole,Delhi,Veg,None,340,50,10,12
Pista Barfi,Delhi,Veg,"Dairy, Nuts",250,35,10,6
Methi Paratha,Delhi,Veg,Gluten,220,40,6,8
Moong Dal Halwa,Delhi,Veg,Dairy,460,40,22,10
Kheer,Delhi,Veg,"Dairy, Nuts",280,35,10,8
Besan Laddu,Delhi,Veg,Nuts,300,40,12,8
Paneer Bhurji,Delhi,Veg,Dairy,320,12,22,14
Malpua,Delhi,Veg,Gluten,250,40,10,6
Butter Naan,Delhi,Veg,"Gluten, Dairy",300,45,12,6
Egg Bhurji,Delhi,Non-Veg,None,240,6,18,14
Naan,Delhi,Veg,Gluten,280,45,10,6
Soya Biryani,Delhi,Veg,None,340,60,10,12
Fruit Chaat,Delhi,Veg,None,120,30,2,1
Khakra,Dadra and Nagar Haveli,Veg,Gluten,120,18,4,4
Patra,Dadra and Nagar Haveli,Veg,"Nuts, Gluten",140,22,5,4
Sev Tameta Nu Shaak,Daman and Diu,Veg,Dairy,150,20,6,5
Handvo,Daman and Diu,Veg,"Dairy, Gluten",180,28,7,6
Khaman,Daman and Diu,Veg,Gluten,160,25,3,7
Undhiyu,Daman and Diu,Veg,Nuts,220,18,12,8
Lapsi,Dadra and Nagar Haveli,Veg,Gluten,210,35,8,4
Bhakri,Dadra and Nagar Haveli,Veg,Gluten,180,30,5,4
Paatra,Daman and Diu,Veg,"Gluten, Nuts",130,20,3,4
Methi na Gota,Daman and Diu,Veg,Gluten,160,18,6,5
Thepla,Dadra and Nagar Haveli,Veg,Gluten,140,22,4,3
Churma,Dadra and Nagar Haveli,Veg,"Dairy, Gluten",210,40,10,6
Farsan,Daman and Diu,Veg,"Gluten, Dairy",190,25,9,4
Dabeli,Daman and Diu,Veg,"Gluten, Nuts",230,38,10,5
Dal Dhokli,Dadra and Nagar Haveli,Veg,Gluten,160,28,6,7
Doodhpak,Daman and Diu,Veg,Dairy,250,30,10,7
Kadhi,Daman and Diu,Veg,Dairy,180,20,8,6
Bafauri,Dadra and Nagar Haveli,Veg,Nuts,120,22,3,5
Ghughra,Daman and Diu,Veg,"Dairy, Gluten",200,30,8,5
Ganthia,Daman and Diu,Veg,Gluten,170,24,7,4
Shrikhand,Daman and Diu,Veg,Dairy,270,35,12,9
Bhindi Fry,Daman and Diu,Veg,None,140,15,6,4
Moong Dal Halwa,Daman and Diu,Veg,"Dairy, Nuts",280,45,12,8
Muthiya,Dadra and Nagar Haveli,Veg,Gluten,150,18,6,5
Bajra Rotla,Dadra and Nagar Haveli,Vegan,None,180,25,5,6
Batata Vada,Dadra and Nagar Haveli,Veg,Gluten,250,35,10,6
Sabudana Khichdi,Dadra and Nagar Haveli,Veg,Nuts,200,45,5,4
Khichu,Daman and Diu,Veg,None,150,22,4,4
Pav Bhaji,Daman and Diu,Veg,"Gluten, Dairy",300,45,15,8
Dal Vada,Dadra and Nagar Haveli,Veg,Gluten,180,24,8,6
Ragda Pattice,Dadra and Nagar Haveli,Veg,"Gluten, Nuts",250,40,10,7
Surti Locho,Daman and Diu,Veg,Gluten,210,30,8,6
Chana Chor Garam,Dadra and Nagar Haveli,Veg,None,120,18,3,6
Puran Poli,Daman and Diu,Veg,"Gluten, Dairy",250,50,12,8
Khichdi,Dadra and Nagar Haveli,Veg,None,160,25,4,6
Gujarati Kadhi,Dadra and Nagar Haveli,Veg,Dairy,150,20,5,5
Doodh Halwa,Daman and Diu,Veg,Dairy,270,45,10,6
Panki,Dadra and Nagar Haveli,Veg,Gluten,140,18,3,4
Ghari,Daman and Diu,Veg,"Gluten, Dairy",280,40,12,8
Sev Khamani,Daman and Diu,Veg,Gluten,160,20,5,6
Rotla,Dadra and Nagar Haveli,Vegan,None,180,22,6,4
Piyush,Daman and Diu,Veg,Dairy,260,30,12,8
Kopra Pak,Daman and Diu,Veg,"Dairy, Nuts",320,40,15,8
Shrikhand Vadi,Daman and Diu,Veg,Dairy,250,30,10,6
Phafda,Daman and Diu,Veg,Gluten,220,30,10,7
Patudi,Dadra and Nagar Haveli,Veg,Gluten,170,24,6,5
Basundi,Daman and Diu,Veg,Dairy,280,35,12,7
Fafda,Dadra and Nagar Haveli,Veg,Gluten,200,28,9,5
Ghevar,Daman and Diu,Veg,"Dairy, Gluten",300,50,15,8
Sev Usal,Dadra and Nagar Haveli,Veg,"Gluten, Dairy",220,40,9,6
Khandvi,Daman and Diu,Veg,Dairy,160,22,6,5
Malpua,Daman and Diu,Veg,"Dairy, Gluten",270,45,12,7
Chorafali,Dadra and Nagar Haveli,Veg,Gluten,210,28,8,6
Sukhdi,Daman and Diu,Veg,"Dairy, Nuts",240,30,10,6
Mohanthal,Dadra and Nagar Haveli,Veg,Dairy,270,45,12,7
Nankhatai,Daman and Diu,Veg,"Dairy, Gluten",250,35,10,6
Dhokla,Daman and Diu,Veg,Gluten,190,25,5,6
Halvasan,Dadra and Nagar Haveli,Veg,"Dairy, Nuts",270,40,12,7
Kachori,Daman and Diu,Veg,"Gluten, Nuts",230,35,10,6
Chole Bhature,Chandigarh,Veg,Gluten,550,70,20,15
Palak Paneer,Chandigarh,Veg,Dairy,400,30,25,20
Butter Chicken,Chandigarh,Non-Veg,Dairy,700,20,40,35
Aloo Paratha,Chandigarh,Veg,Gluten,500,60,25,12
Rajma,Chandigarh,Veg,None,450,55,15,20
Kadhi Pakora,Chandigarh,Veg,"Dairy, Gluten",600,40,30,25
Tandoori Chicken,Chandigarh,Non-Veg,None,350,0,20,30
Paneer Tikka,Chandigarh,Veg,Dairy,450,10,30,20
Kachori,Chandigarh,Veg,Gluten,400,55,18,12
Daal Makhani,Chandigarh,Veg,Dairy,500,50,25,18
Golgappa,Chandigarh,Veg,Gluten,300,40,10,5
Pulao,Chandigarh,Veg,None,350,60,10,10
Chicken Biryani,Chandigarh,Non-Veg,None,600,70,25,30
Paneer Butter Masala,Chandigarh,Veg,Dairy,550,20,40,25
Chana Masala,Chandigarh,Veg,None,400,55,15,18
Aloo Gobi,Chandigarh,Veg,None,300,30,10,5
Mutton Korma,Chandigarh,Non-Veg,Dairy,700,20,45,35
Dosa,Chandigarh,Veg,Gluten,400,50,15,5
Idli,Chandigarh,Veg,Gluten,200,35,3,2
Samosa,Chandigarh,Veg,Gluten,350,40,18,7
Kachori,Chandigarh,Veg,Gluten,400,50,22,10
Chole,Chandigarh,Veg,None,400,50,12,10
Pakora,Chandigarh,Veg,Gluten,450,40,20,15
Makki Di Roti,Chandigarh,Veg,Gluten,300,60,8,5
Sarson Da Saag,Chandigarh,Veg,None,350,25,20,10
Pindi Chole,Chandigarh,Veg,None,450,55,12,15
Methi Thepla,Chandigarh,Veg,Gluten,400,50,15,7
Baingan Bharta,Chandigarh,Veg,None,300,20,15,10
Lassi,Chandigarh,Veg,Dairy,250,30,8,15
Raita,Chandigarh,Veg,Dairy,150,15,5,5
Naan,Chandigarh,Veg,Gluten,300,50,10,8
Rajma Chawal,Chandigarh,Veg,None,500,70,15,15
Murg Malai Tikka,Chandigarh,Non-Veg,Dairy,400,5,30,25
Kachori,Chandigarh,Veg,Gluten,400,55,22,10
Keema Naan,Chandigarh,Non-Veg,Gluten,500,60,25,15
Shahi Paneer,Chandigarh,Veg,Dairy,550,20,35,25
Dhokla,Chandigarh,Veg,Gluten,250,30,8,5
